0, Infinity, Infinity, Infinity, 2.8706265735983656E139, Infinity, 1.5824764185853247E7, Infinity, Infinity, 2.8794177022000585E9, 69404.13908948858, 4580695.040753311, 1.4472977756584713E7, 3.149679655530116E11, 86424.4602153659, 5417566.760999809, Infinity, 3.6192470956304454E17, Infinity, 1463014.2857934893, Infinity, 42045.72646952804, 33957.80590326133, 44514.67581613852, 74981.8467358271, 1.784095428234059E247, 39549.95079386276, 49259.23747836833, 1.9608399532039898E269, 4290732.89447833, Infinity, 43524.49567545203, Infinity, 46868.85901847487, 4.0524698458646484E11, Infinity, 1.5143458784787927E11, Infinity, Infinity, Infinity, 1.5312022545862566E272, 2.1951040158087536E85, 42669.5474172518, 1576770.7454524445, Infinity, 4.315267923307599E7, Infinity, 41449.1730031293, 35753.480069796504, Infinity, Infinity, Infinity, 41815.4582719347, Infinity, Infinity, 3.4853660778886035E11, 73835.075451951, 1.548572966934378E10, 1.893906443190526E7, Infinity, Infinity, 43440.885407999674, 190426.3722024791, 7696141.65255741, 82145.37733061172, Infinity, 1.589258582382085E8, 42624.01768799342, 49424.08470634911, Infinity, 2.5541237716493616E8, 3.834949510433519E10, Infinity, Infinity, 37834.086497851444, 43796.66140166139, 4.633123404050459E7, Infinity, 1.4011511809893456E8, 68240.88039939402, 5.865754148332275E7, 50059.03510007452, Infinity, Infinity, Infinity, 38936.02974164919, 4.226953267757912E9, 171133.76775551005, 96464.55564238598, 1.1244808686532615E8, 53896.024209773284, 1.0945983781678759E232, 39467.83022241174, Infinity, 1555906.2507386063, Infinity, Infinity, 47252.34580259878, 1.896346524231165E7, 129458.90099212009, 2528768.684751503
169, 46385.17664702139, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36402.101936482664, 36799.944250487446, 37145.61459835089, 38093.16474073717, 39467.83022241174, 39542.11174349582, 39978.035307471844, 40083.038795950706, 40281.112634643716, 40439.54035753034, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43241.578091177435, 43302.73668998412, 43355.002117675154, 43357.8707329553, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43776.906686917784, 43796.66140166139, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44244.24928745397, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725, 44612.32484368297, 44628.7073011074, 44642.80706868897, 44691.62223213775, 44707.45341106482, 45131.28211866036, 45219.126526931155, 45360.42279955751, 45559.353755939286, 45890.80611115606, 46000.630233387536, 46261.56012822327, 46558.9657910506, 46844.94327174298, 46868.85901847487, 46883.25548689284, 46895.22670187553, 47177.795898620985, 47252.34580259878, 47718.885571849394, 48385.75847674161, 48840.93083959963, 48861.28971524358, 49046.82809605902, 49074.85392179599, 49259.23747836833, 49349.866678229344, 49479.80996485676, 49901.675297432856, 50059.03510007452, 50922.50038563417, 52166.61813964083, 53212.46933493351
170, 50252.81135383418, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36402.101936482664, 36799.944250487446, 37145.61459835089, 38093.16474073717, 39467.83022241174, 39542.11174349582, 39978.035307471844, 40083.038795950706, 40281.112634643716, 40439.54035753034, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43241.578091177435, 43302.73668998412, 43355.002117675154, 43357.8707329553, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43776.906686917784, 43796.66140166139, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44244.24928745397, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725, 44612.32484368297, 44628.7073011074, 44642.80706868897, 44691.62223213775, 44707.45341106482, 45131.28211866036, 45219.126526931155, 45360.42279955751, 45559.353755939286, 45890.80611115606, 46000.630233387536, 46261.56012822327, 46385.17664702139, 46558.9657910506, 46844.94327174298, 46868.85901847487, 46883.25548689284, 46895.22670187553, 47177.795898620985, 47252.34580259878, 47718.885571849394, 48385.75847674161, 48840.93083959963, 48861.28971524358, 49046.82809605902, 49074.85392179599, 49259.23747836833, 49349.866678229344, 49479.80996485676, 49901.675297432856, 50059.03510007452, 50922.50038563417, 52166.61813964083
171, 36719.335197408756, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36402.101936482664, 36799.944250487446, 37145.61459835089, 38093.16474073717, 39467.83022241174, 39542.11174349582, 39978.035307471844, 40083.038795950706, 40281.112634643716, 40439.54035753034, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43241.578091177435, 43302.73668998412, 43355.002117675154, 43357.8707329553, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43776.906686917784, 43796.66140166139, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44244.24928745397, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725, 44612.32484368297, 44628.7073011074, 44642.80706868897, 44691.62223213775, 44707.45341106482, 45131.28211866036, 45219.126526931155, 45360.42279955751, 45559.353755939286, 45890.80611115606, 46000.630233387536, 46261.56012822327, 46385.17664702139, 46558.9657910506, 46844.94327174298, 46868.85901847487, 46883.25548689284, 46895.22670187553, 47177.795898620985, 47252.34580259878, 47718.885571849394, 48385.75847674161, 48840.93083959963, 48861.28971524358, 49046.82809605902, 49074.85392179599, 49259.23747836833, 49349.866678229344, 49479.80996485676, 49901.675297432856, 50059.03510007452, 50252.81135383418, 50922.50038563417
172, 44259.114932770215, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36402.101936482664, 36719.335197408756, 36799.944250487446, 37145.61459835089, 38093.16474073717, 39467.83022241174, 39542.11174349582, 39978.035307471844, 40083.038795950706, 40281.112634643716, 40439.54035753034, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43241.578091177435, 43302.73668998412, 43355.002117675154, 43357.8707329553, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43776.906686917784, 43796.66140166139, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44244.24928745397, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725, 44612.32484368297, 44628.7073011074, 44642.80706868897, 44691.62223213775, 44707.45341106482, 45131.28211866036, 45219.126526931155, 45360.42279955751, 45559.353755939286, 45890.80611115606, 46000.630233387536, 46261.56012822327, 46385.17664702139, 46558.9657910506, 46844.94327174298, 46868.85901847487, 46883.25548689284, 46895.22670187553, 47177.795898620985, 47252.34580259878, 47718.885571849394, 48385.75847674161, 48840.93083959963, 48861.28971524358, 49046.82809605902, 49074.85392179599, 49259.23747836833, 49349.866678229344, 49479.80996485676, 49901.675297432856, 50059.03510007452, 50252.81135383418
173, 42350.37030750113, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36402.101936482664, 36719.335197408756, 36799.944250487446, 37145.61459835089, 38093.16474073717, 39467.83022241174, 39542.11174349582, 39978.035307471844, 40083.038795950706, 40281.112634643716, 40439.54035753034, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43241.578091177435, 43302.73668998412, 43355.002117675154, 43357.8707329553, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43776.906686917784, 43796.66140166139, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44244.24928745397, 44259.114932770215, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725, 44612.32484368297, 44628.7073011074, 44642.80706868897, 44691.62223213775, 44707.45341106482, 45131.28211866036, 45219.126526931155, 45360.42279955751, 45559.353755939286, 45890.80611115606, 46000.630233387536, 46261.56012822327, 46385.17664702139, 46558.9657910506, 46844.94327174298, 46868.85901847487, 46883.25548689284, 46895.22670187553, 47177.795898620985, 47252.34580259878, 47718.885571849394, 48385.75847674161, 48840.93083959963, 48861.28971524358, 49046.82809605902, 49074.85392179599, 49259.23747836833, 49349.866678229344, 49479.80996485676, 49901.675297432856, 50059.03510007452
174, 40257.84356363423, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36402.101936482664, 36719.335197408756, 36799.944250487446, 37145.61459835089, 38093.16474073717, 39467.83022241174, 39542.11174349582, 39978.035307471844, 40083.038795950706, 40281.112634643716, 40439.54035753034, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42350.37030750113, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43241.578091177435, 43302.73668998412, 43355.002117675154, 43357.8707329553, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43776.906686917784, 43796.66140166139, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44244.24928745397, 44259.114932770215, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725, 44612.32484368297, 44628.7073011074, 44642.80706868897, 44691.62223213775, 44707.45341106482, 45131.28211866036, 45219.126526931155, 45360.42279955751, 45559.353755939286, 45890.80611115606, 46000.630233387536, 46261.56012822327, 46385.17664702139, 46558.9657910506, 46844.94327174298, 46868.85901847487, 46883.25548689284, 46895.22670187553, 47177.795898620985, 47252.34580259878, 47718.885571849394, 48385.75847674161, 48840.93083959963, 48861.28971524358, 49046.82809605902, 49074.85392179599, 49259.23747836833, 49349.866678229344, 49479.80996485676, 49901.675297432856
175, 48980.223921629455, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36402.101936482664, 36719.335197408756, 36799.944250487446, 37145.61459835089, 38093.16474073717, 39467.83022241174, 39542.11174349582, 39978.035307471844, 40083.038795950706, 40257.84356363423, 40281.112634643716, 40439.54035753034, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42350.37030750113, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43241.578091177435, 43302.73668998412, 43355.002117675154, 43357.8707329553, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43776.906686917784, 43796.66140166139, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44244.24928745397, 44259.114932770215, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725, 44612.32484368297, 44628.7073011074, 44642.80706868897, 44691.62223213775, 44707.45341106482, 45131.28211866036, 45219.126526931155, 45360.42279955751, 45559.353755939286, 45890.80611115606, 46000.630233387536, 46261.56012822327, 46385.17664702139, 46558.9657910506, 46844.94327174298, 46868.85901847487, 46883.25548689284, 46895.22670187553, 47177.795898620985, 47252.34580259878, 47718.885571849394, 48385.75847674161, 48840.93083959963, 48861.28971524358, 49046.82809605902, 49074.85392179599, 49259.23747836833, 49349.866678229344, 49479.80996485676
176, 37749.751065019474, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36402.101936482664, 36719.335197408756, 36799.944250487446, 37145.61459835089, 38093.16474073717, 39467.83022241174, 39542.11174349582, 39978.035307471844, 40083.038795950706, 40257.84356363423, 40281.112634643716, 40439.54035753034, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42350.37030750113, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43241.578091177435, 43302.73668998412, 43355.002117675154, 43357.8707329553, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43776.906686917784, 43796.66140166139, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44244.24928745397, 44259.114932770215, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725, 44612.32484368297, 44628.7073011074, 44642.80706868897, 44691.62223213775, 44707.45341106482, 45131.28211866036, 45219.126526931155, 45360.42279955751, 45559.353755939286, 45890.80611115606, 46000.630233387536, 46261.56012822327, 46385.17664702139, 46558.9657910506, 46844.94327174298, 46868.85901847487, 46883.25548689284, 46895.22670187553, 47177.795898620985, 47252.34580259878, 47718.885571849394, 48385.75847674161, 48840.93083959963, 48861.28971524358, 48980.223921629455, 49046.82809605902, 49074.85392179599, 49259.23747836833, 49349.866678229344
177, 41789.946456464626, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36402.101936482664, 36719.335197408756, 36799.944250487446, 37145.61459835089, 37749.751065019474, 38093.16474073717, 39467.83022241174, 39542.11174349582, 39978.035307471844, 40083.038795950706, 40257.84356363423, 40281.112634643716, 40439.54035753034, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42350.37030750113, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43241.578091177435, 43302.73668998412, 43355.002117675154, 43357.8707329553, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43776.906686917784, 43796.66140166139, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44244.24928745397, 44259.114932770215, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725, 44612.32484368297, 44628.7073011074, 44642.80706868897, 44691.62223213775, 44707.45341106482, 45131.28211866036, 45219.126526931155, 45360.42279955751, 45559.353755939286, 45890.80611115606, 46000.630233387536, 46261.56012822327, 46385.17664702139, 46558.9657910506, 46844.94327174298, 46868.85901847487, 46883.25548689284, 46895.22670187553, 47177.795898620985, 47252.34580259878, 47718.885571849394, 48385.75847674161, 48840.93083959963, 48861.28971524358, 48980.223921629455, 49046.82809605902, 49074.85392179599, 49259.23747836833
178, 37612.52336018912, 31941.894779257753, 35525.52967579132, 35740.73373037565, 35934.19374058367, 35988.209119488354, 36402.101936482664, 36719.335197408756, 36799.944250487446, 37145.61459835089, 37749.751065019474, 38093.16474073717, 39467.83022241174, 39542.11174349582, 39978.035307471844, 40083.038795950706, 40257.84356363423, 40281.112634643716, 40439.54035753034, 40566.19983418828, 40585.32697949651, 40586.567392999066, 40609.02160242095, 41093.62578876396, 41117.47996137159, 41144.510793732785, 41156.76214456849, 41280.32791515637, 41425.92590108079, 41430.538946885725, 41449.1730031293, 41569.77482333537, 41633.84722626831, 41666.77484052445, 41789.946456464626, 41815.4582719347, 41821.67467315893, 42045.72646952804, 42203.98548419321, 42350.37030750113, 42530.150372721204, 42531.04287093778, 42580.66387940037, 42624.01768799342, 42647.90292341574, 42669.5474172518, 42721.642238352775, 42989.7899717141, 43029.071499372694, 43096.93986995098, 43106.038232652514, 43139.14962344714, 43241.578091177435, 43302.73668998412, 43355.002117675154, 43357.8707329553, 43440.885407999674, 43568.79975523992, 43597.32981325041, 43776.906686917784, 43796.66140166139, 43853.786705446415, 43949.78518557838, 44050.06493858545, 44099.677483559935, 44203.74182205783, 44226.82279297555, 44244.24928745397, 44259.114932770215, 44431.36731065335, 44514.67581613852, 44532.63034251947, 44554.825876004725, 44612.32484368297, 44628.7073011074, 44642.80706868897, 44691.62223213775, 44707.45341106482, 45131.28211866036, 45219.126526931155, 45360.42279955751, 45559.353755939286, 45890.80611115606, 46000.630233387536, 46261.56012822327, 46385.17664702139, 46558.9657910506, 46844.94327174298, 46868.85901847487, 46883.25548689284, 46895.22670187553, 47177.795898620985, 47252.34580259878, 47718.885571849394, 48385.75847674161, 48840.93083959963, 48861.28971524358, 48980.223921629455, 49046.82809605902, 49074.85392179599
